-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,576,577,578,579,579,579,576,577,578,579,627,675,579,579,576,577,578,579,579,627,627,675,675,675,577,578,579,579,627,627,675,675,675,675,579,579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,352,304,305,306,306,353,354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304,305,306,304,305,306,306,-1,-1,-1,-1,-1,-1,-1,-1,352,353,354,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,576,577,578,579,576,577,578,576,577,578,579,627,675,723,576,577,578,579,579,627,627,675,675,723,723,723,578,579,627,627,675,675,723,723,723,723,579,579,579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,352,304,305,306,306,353,354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304,305,306,304,305,306,354,306,306,306,306,306,306,306,306,352,353,354,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,576,577,578,576,577,578,579,579,576,577,578,579,627,675,723,723,578,579,579,579,627,675,675,723,723,721,722,723,579,627,675,675,723,723,720,721,722,723,627,627,627,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304,305,306,354,354,353,354,-1,304,305,306,306,-1,-1,304,304,305,304,305,304,305,306,306,306,306,306,306,306,306,306,306,306,352,353,354,306,306,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,576,577,576,577,578,579,579,627,576,577,578,579,579,675,723,723,578,579,579,627,627,675,723,723,720,720,721,722,723,627,675,723,723,576,720,720,721,722,723,675,675,675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304,304,305,306,306,352,353,354,304,305,306,354,354,304,305,306,306,304,304,305,304,305,306,354,354,354,304,305,306,306,354,354,354,354,352,353,354,306,306,306,-1,-1,-1,-1,-1
-1,-1,-1,-1,576,577,578,576,576,577,576,577,578,579,579,627,627,576,577,578,579,579,627,723,723,578,579,627,627,675,675,723,576,672,720,721,722,723,627,675,723,577,578,624,720,721,722,723,675,723,723,723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,352,304,305,306,306,353,354,-1,304,305,306,353,354,306,306,354,354,352,304,305,304,305,306,306,306,304,305,306,306,354,306,306,306,306,352,353,354,306,354,354,306,306,306,304,305
-1,-1,-1,576,577,576,577,576,576,577,578,579,579,627,576,577,576,577,578,579,579,627,675,723,578,579,627,675,675,723,723,624,624,720,720,721,722,723,675,723,577,578,576,672,720,721,722,723,723,721,722,723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,352,304,305,306,306,353,354,304,305,306,306,353,354,354,304,305,306,304,305,306,304,305,306,354,304,305,306,306,354,354,354,306,306,306,352,353,354,306,352,353,304,305,306,306,306
-1,-1,-1,576,576,576,576,577,578,579,579,627,627,576,577,578,576,577,578,579,627,675,723,723,579,627,675,723,723,576,624,672,672,720,721,722,723,675,723,577,578,579,624,720,720,721,722,723,720,721,722,723,579,579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,352,304,305,306,306,353,354,304,305,306,354,353,354,306,306,306,354,304,305,304,305,306,354,304,305,306,306,354,352,353,354,354,354,304,352,353,354,354,306,305,306,306,306,354,354
-1,-1,576,577,576,577,578,579,579,627,627,576,577,578,579,576,577,578,579,627,675,723,723,627,627,675,723,578,576,624,672,720,720,721,722,723,675,723,576,577,578,576,672,720,721,722,723,720,721,722,723,579,579,627,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304,352,304,305,306,354,353,304,305,306,354,352,353,354,354,354,354,354,304,305,304,305,306,-1,304,305,306,354,352,352,353,354,304,305,306,352,353,354,354,354,306,354,354,354,353,354
-1,576,577,576,577,578,579,579,627,576,577,578,579,579,576,577,578,579,627,675,723,723,627,675,675,723,579,576,624,672,720,720,721,722,723,675,723,577,578,579,579,624,720,721,722,723,672,720,721,722,723,579,627,675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304,304,304,305,306,306,352,353,304,305,306,354,352,353,354,354,-1,-1,-1,304,305,304,305,306,304,305,306,354,-1,304,352,353,354,306,306,354,352,353,354,353,354,354,306,354,354,352,353
576,576,577,578,579,579,627,627,576,577,578,579,579,576,577,578,579,627,675,723,723,627,675,723,723,579,627,624,672,720,720,721,722,723,675,723,577,578,579,627,576,672,720,721,722,723,720,721,722,723,579,627,675,723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304,305,304,352,352,353,354,306,353,304,305,306,354,354,352,353,354,-1,-1,-1,-1,304,304,305,306,354,305,306,354,-1,-1,352,352,353,354,306,354,305,352,353,354,352,353,354,354,306,306,306,352
